Durum,Giriş Mach,İlk Rampa Açısı,Rampa Artış Açısı,Mach 2,Mach 3,Beta1,Beta2,Beta3,Beta4,P2/P1,P3/P1,P4/P1,P5/P1,Teta,Mach 4,Mach 5,T4/T1,T5/T1,rho4/rho1,rho5/rho1,Pt4/Pt1,Pt5/Pt1,İterasyon Sayısı,Çalışma Süresi (s)
Genişleme Dalgası,3.0,10.0,5.0,2.5050006821537165,2.2961601320633784,27.382690621308114,27.370065452303496,32.196954546297256,25.848848091344205,2.0544721530528434,2.83650753953792,2.8292663910845226,2.828586199852104,0.04200000000000003,2.297833612532781,2.257041993368235,1.3618624964960837,1.3869297735558004,2.077368285621405,2.0292158248872716,0.9597991178712167,0.8957608186492004,41,0.46482419967651367
